screen_name,tweet_id,tweet_date,tweet_time,tweet
vostiz,822152265200967680,2017/1/19,18:42:29,"b'We dont have lights in our area Meter no : 14104054847, buruburu phase 2 next to kenol distributors @KenyaPowerAlert @KenyaPower_Care'"
KenyaPower_Care,822151906357288965,2017/1/19,18:41:3,b'@InnocentWangia Please give us your exact location(Include landmarks and your phone number).^BT'
KenyaPower_Care,822151689465688064,2017/1/19,18:40:12,b'@Essygal Welcome.^BT'
KenyaPower_Care,822151498306097152,2017/1/19,18:39:26,b'@amgooner Feedback appreciated.^BT'
iOtororo_,822151400813514752,2017/1/19,18:39:3,b'RT @flixxqueisy: @KenyaPower_Care I raised an issue ealier today and it has not even been handled yet.'
iOtororo_,822151369188470784,2017/1/19,18:38:55,"b""RT @flixxqueisy: @KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
Mr_EdwinWedy,822151257896914944,2017/1/19,18:38:29,b'@KenyaPower_Care Githurai 45 stima ni dim . pliz sort'
KenyaPower_Care,822151236329803778,2017/1/19,18:38:24,b'@PurityAnna We have notified our technical crew.They will check.^BT'
vostiz,822151083015491584,2017/1/19,18:37:47,"b'@KenyaPowerAlert @KenyaPower_Care \nMeter no : 14104054847, buruburu phase 2 next to kenol distributors'"
KenyaPower_Care,822151052715814912,2017/1/19,18:37:40,"b""@InzeraMercy Kindly give us your a/c number and we'll follow up.^BT"""
dawamike,822150976907964417,2017/1/19,18:37:22,b'@KenyaPower_Care you need to tell is what with the daily power outages. Ac 2506127'
Mbotedenis,822150870557200385,2017/1/19,18:36:57,b'@finnestkot @kenyapower_care Since 7:30 \xf0\x9f\x98\x9e . Kenya Power should act'
dawamike,822150801107931138,2017/1/19,18:36:40,b'@KenyaPower_Care  this power blackouts are every day? Ac 2506127'
IZbelah,822150732296097793,2017/1/19,18:36:24,b'@KenyaPower_Care kindly check a/c 01450201072 claycity kasarani on/off lights for over 1hr..100meters from PCEA'
KenyaPower_Care,822150442314584064,2017/1/19,18:35:14,b'@remmy_mwangemi We notified our crew - they will address.We shall follow up as well.^BT'
ludekisasi,822150383267184640,2017/1/19,18:35:0,b'@KenyaPower_Care Really sad that I will remain in darkness \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0'
mwastewa,822150298407993344,2017/1/19,18:34:40,b'@KenyaPower_Care Kindly restore power at Bombolulu estate near badari villas.we are out of power since yesterday.account no.3544325-01.tnks'
Odidachris,822150211803836416,2017/1/19,18:34:19,b'@KenyaPower_Care meter no. 14140109993'
KenyaPower_Care,822150093730156544,2017/1/19,18:33:51,b'@kemoi_ Following.^BT'
KenyaPower_Care,822149865434206208,2017/1/19,18:32:57,b'@Odidachris Please confirm the meter number. It should be 11 digits only.^BT'
ernest_erikii,822149763952996352,2017/1/19,18:32:33,"b""RT @flixxqueisy: @KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
Royakalah1,822149731589754881,2017/1/19,18:32:25,b'@KenyaPower_Care several houses affected'
royalpets254,822149557425471489,2017/1/19,18:31:43,b'@KenyaPower_Care call us on 0708696992.. Thanks.'
SymRob,822149533727592450,2017/1/19,18:31:38,b'@KenyaPower_Care Please check DM'
stayfazzed,822149314424242177,2017/1/19,18:30:46,b'@KenyaPower_Care nyanchwa'
KenyaPower_Care,822149296648757250,2017/1/19,18:30:41,b'@duncancarl Please give us your exact location(Include landmarks and your phone number).^BT'
Mike_marshall17,822149085981474816,2017/1/19,18:29:51,"b""RT @flixxqueisy: @KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
NYAMAREROY,822149021988954114,2017/1/19,18:29:36,"b""RT @flixxqueisy: @KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
KenyaPower_Care,822148941257052160,2017/1/19,18:29:17,b'@gkimotho Token no.5290-2143-8070-2595-4019 (shs.270)^BT'
okooedu,822148928061796355,2017/1/19,18:29:13,b'@KenyaPower_Care blackout in Kisii since 1900hrs please help.'
maktejah,822148720514965504,2017/1/19,18:28:24,"b""RT @flixxqueisy: @KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
maktejah,822148711706935298,2017/1/19,18:28:22,b'RT @flixxqueisy: @KenyaPower_Care I raised an issue ealier today and it has not even been handled yet.'
GeshomcSteppa,822148671517130752,2017/1/19,18:28:12,b'@KenyaPower_Care ok thanks'
Daniel_Osiemo,822148515912679424,2017/1/19,18:27:35,b'#CofekBreakingNews This has been the normal night look at my home courtesy of @KenyaPower_Care This company needs p\xe2\x80\xa6 https://t.co/oAEeKWlGCX'
Rashband5,822148175418920960,2017/1/19,18:26:14,b'@KenyaPower_Care there were no lights yesterday and now today we have fluctuating lights Mara dim Mara off take care of that acc 14251487741'
Husseinali2011,822148134386143232,2017/1/19,18:26:4,"b""@KenyaPower_Care what's happening in nakuru Kanu street? Total blackout."""
AmosTembur,822148044976164864,2017/1/19,18:25:43,"b'@KenyaPower_Care,I thought charges is paid once in a month,today we paid 200ksh but no units given,37163715602 assist please'"
gikkugix,822148018598268928,2017/1/19,18:25:37,b'@KenyaPower_Care no power at Mwangaza area Isiolo. Lights went out around 8-8.30pm. Please assist.'
DonaldTumbo1,822147965573885953,2017/1/19,18:25:24,b'@KenyaPower_Care  Like Developed Countries U the Competition!!!!!.'
MiaNude27,822147904139829248,2017/1/19,18:25:9,b'RT @Taylor_hot19: https://t.co/024hEApwcZ \xf0\x9f\x98\x9c\n@KenyaPower_Care\n@MiaNude27\n #sissy'
empres_kay,822147821524676608,2017/1/19,18:24:50,b'@KenyaPower_Care how much should 200sh get you for tokens?'
flixxqueisy,822147614355423232,2017/1/19,18:24:0,"b""@KenyaPower_Care I have decided to relocate from Rongai. I couldn't do without electricity."""
DonaldTumbo1,822147398457815040,2017/1/19,18:23:9,b'@KenyaPower_Care  You Needs The Competition!!!!!!'
remmy_mwangemi,822147388919922688,2017/1/19,18:23:6,"b""@KenyaPower_Care sorry I do not want to be a pain in the ass but it's frustrating 4 days later without power or information."""
Qinyanjui,822147078457540609,2017/1/19,18:21:52,b'Check DM guys @KenyaPower_Care'
DonaldTumbo1,822146886878502916,2017/1/19,18:21:7,b'@KenyaPower_Care'
aydie500,822146845392732162,2017/1/19,18:20:57,b'@KenyaPower @KenyaPower_Care transformer in umoja thats sparking in readiness for a disaster. send people ASAP!! Cc @ConsumersKenya'
JoshuaMisoko,822146796264812547,2017/1/19,18:20:45,"b""@KenyaPower_Care blackout @kisii what's up?"""
Wilsonndiri,822146741180960769,2017/1/19,18:20:32,b'@KenyaPower_Care vickhope glorious accademy Off seasons rd Light on and off zitatuchomea appliances tafadhali sortout acc 01450201072'
DonaldTumbo1,822146697769996288,2017/1/19,18:20:22,b'@KenyaPower_Care  From 7pm No Power KISII Town Why?!!!!!!'
tshimwai,822146680501993476,2017/1/19,18:20:18,b'@KenyaPower_Care no power in Mwihoko near dagama hardware AC 37155902226'
Chovumwashigadi,822146455565717510,2017/1/19,18:19:24,"b'Hi, @KenyaPower_Care kindly confirm whether this account 01450302177 has any outstanding balance'"
royalpets254,822146208277917696,2017/1/19,18:18:25,"b'@KenyaPower_Care we are experiencing a power black out at our residents.Please assist,we have critically sick dogs in the vicinity. Thanks'"
JessicaColaco,822146196328288257,2017/1/19,18:18:22,b'@KenyaPower_Care - Check DM!'
Kyamah_Peter,822145856497389569,2017/1/19,18:17:1,b'@KenyaPower @KenyaPower_Care Please advise on this issue please'
wangareBlogger,822145582575865856,2017/1/19,18:15:56,b'RT @barakejared: @KenyaPower_Care @KenyaPower Toez area near Githurai 45 the electricity has a fault since yesterNight. Please act contact\xe2\x80\xa6'
InnocentWangia,822145120321449985,2017/1/19,18:14:6,b'@KenyaPower_Care 3195770-01 still off and we are waiting!'
njaug,822145060158455808,2017/1/19,18:13:51,"b""@KenyaPower_Care already tried that 5 times. Isn't working"""
jimm_toxx,822145039153459201,2017/1/19,18:13:46,b'@KenyaPower_Care not sure no power in nakuru west rhoda ward what is happening?'
merciesmith,822144946153005056,2017/1/19,18:13:24,b'@kenyapower_care unsteady supply of electricity at bukna area since 5.00pm meter no 3362255'
bigchir,822144940075585536,2017/1/19,18:13:23,b'@KenyaPower_Care there is no power in  #Kakamega town since today afternoon. What is the issue? When will power be back on? #KOT'
josmartwainaina,822144690560581633,2017/1/19,18:12:23,b'@KenyaPower_Care mwihoko line lights are dim and flickering..  Could you check it out'
fullmzukah,822143633109426180,2017/1/19,18:8:11,"b'@kenyapower_care No power in some houses/courts in buru phase two,near harambee estate since morning.Account no 01450500853.'"
remmy_mwangemi,822143549990993925,2017/1/19,18:7:51,b'@KenyaPower_Care my ref no. Is 3137594.'
johnluyo,822143418914795524,2017/1/19,18:7:20,b'@kenyapower_care shuld we suffer coz someone is being connected to power malaha nderema? Since morning  to now!!!! What the hell is going on'
Nnetlymumbi,822143288065060864,2017/1/19,18:6:49,b'@KenyaPower_Care transformer on fire next to carwash bridge....fire down but power unstable'
bonfaceosano,822142978730893313,2017/1/19,18:5:35,b'@SokoAnalyst Why is @KenyaPower_Care shares on a free fall?'
gkimotho,822142868924100608,2017/1/19,18:5:9,b'@KenyaPower_Care accidentally deleted my token message mins ago.please resend token for meter 01450563570'
louis_mulema,822142723008425984,2017/1/19,18:4:34,"b""@KenyaPower_Care What's up with the Kakamega power line, blackout since 3pm till now. The entire town"""
Leonardmachari4,822142654804819968,2017/1/19,18:4:18,b'@KenyaPower_Care whats the situation at pcea enchoro emuny next to milele mall'
ti_ngari,822142415029018625,2017/1/19,18:3:21,"b""@KenyaPower @KenyaPower_Care What's the issue affecting stima supply in Githurai, no power last n9t and this evening 30 mins and counting..."""
MaingiMr,822142395135512576,2017/1/19,18:3:16,"b""@KenyaPower_Care manze si poa.  It's the third day of the second week without power.. Please help"""
CarolShia,822142321198252032,2017/1/19,18:2:58,b'@KenyaPower_Care yes it has..thank you'
RayMunene,822142051416440835,2017/1/19,18:1:54,"b""Hey @KenyaPower_Care  no lights at Seasons area Kasarani including Mtr No : 22120033638 But meter is on. What's up &amp; when do we expect them?"""
KenyaPower_Care,822141947578032128,2017/1/19,18:1:29,b'@MarshalTeddy  3436-4630-3594-0691-3012   ^CB'
KenyaPower_Care,822141941475405825,2017/1/19,18:1:28,b'@PurityAnna  Confirm if power is back.^SR'
remmy_mwangemi,822141882687963138,2017/1/19,18:1:14,b'@KenyaPower_Care any promise other than following up cause they have not come.'
KenyaPower_Care,822141793437437953,2017/1/19,18:0:52,b'@ludekisasi  There is no time frame at the moment.^SR'
m_mugo88,822141683252994048,2017/1/19,18:0:26,"b'@KenyaPower_Care yes it was, thank you.'"
Taylor_hot19,822141671919992832,2017/1/19,18:0:23,b'https://t.co/024hEApwcZ \xf0\x9f\x98\x9c\n@KenyaPower_Care\n@MiaNude27\n #sissy'
KenyaPower_Care,822141665599193088,2017/1/19,18:0:22,"b""@injugu  You're welcome.  Thank you for the feedback.^SR"""
duncancarl,822141590651158528,2017/1/19,18:0:4,b'@KenyaPower_Care pliz assist bondo area kambajo centre no power since yesterday pliz assist acc no.3452977 Kplc kambajo'
esymutuku,822141573358030848,2017/1/19,18:0:0,"b'RT @barakejared: @KenyaPower_Care Hi? Mwiki phase 1 sixth street, there is power blackout since Monday, near meter number 60297242-01 pleas\xe2\x80\xa6'"
esymutuku,822141560448053248,2017/1/19,17:59:57,b'RT @barakejared: @KenyaPower_Care lmeter number 60297242'
esymutuku,822141546493526016,2017/1/19,17:59:53,b'RT @barakejared: @KenyaPower_Care 0702044477 meter number 60297242'
KenyaPower_Care,822141511261372418,2017/1/19,17:59:45,b'@joshua_pavlov  Kindly expound on what the issue is.^SR'
Phiuhu,822141499785826306,2017/1/19,17:59:42,"b""@KenyaPower_Care Not the only one. My neighbors also don't have power"""
InnocentWangia,822141443930202118,2017/1/19,17:59:29,"b'@KenyaPower_Care 3195770-01 is off, What is happening?'"
Essygal,822141372480176128,2017/1/19,17:59:12,b'@KenyaPower_Care Thanks'
KenyaPower_Care,822141366876700673,2017/1/19,17:59:11,b'@finnestKOT Technical team serving the area has been advised to check and rectify^CB'
KenyaPower_Care,822141255002030081,2017/1/19,17:58:44,b'@pmutisoh  We have booked the complaint under ref no:3137931. and forwarded to the team in that area. ^SR'
amgooner,822141069735395328,2017/1/19,17:58:0,b'@KenyaPower_Care Thank you very much. Power resumed then. Sorry for late heads up.'
PurityAnna,822141033131769857,2017/1/19,17:57:51,"b""@kenyapower_care no it's around 10-15 houses in the same line. it has become a common feature when the lights are out"""
KenyaPower_Care,822140904509239296,2017/1/19,17:57:20,b'@Madstronomer  Token is:1323-0965-5514-3254-0934 .^SR'
InzeraMercy,822140860343128064,2017/1/19,17:57:10,b'@KenyaPower_Care Hello...what could be the problem in Nakuru area Around Kawangware. No electricity since 6pm this evening'
remmy_mwangemi,822140853758083074,2017/1/19,17:57:8,"b""@KenyaPower_Care so what is the status as of now...just need an update of what's happening and when they are coming to fix it."""
kemoi_,822140840931917824,2017/1/19,17:57:5,b'@KenyaPower_Care  kindly follow so that I can dm.'
Odidachris,822140785395109892,2017/1/19,17:56:52,"b'@KenyaPower_Care shimax appartment is jst by the road side, hse 12 meter located by the staircase meter no1 from left'"
duncancarl,822140758023163905,2017/1/19,17:56:46,b'@KenyaPower_Care since yesterday no power in Bondo kambajo market....whats up???my acc no.3452977 Kplc kambajo...can u assist'
KenyaPower_Care,822140671985381376,2017/1/19,17:56:25,b'@patohmkenya  Kindly expound your  query.^SR'
kiokogm,822140535322374144,2017/1/19,17:55:52,b'Hello @KenyaPower_Care lights are on and off here...dim at the same time. Kasarani near clayworks. 14252789673. Whats up?'
Odidachris,822140505635090434,2017/1/19,17:55:45,b'@KenyaPower_Care i stay in Jsmhuri Estate very clise yo Jamhuri shpping centre at Shimax appartment Hse no 12 meter in the 2nd flr meter 1'
KenyaPower_Care,822140458709164032,2017/1/19,17:55:34,b'@Waynemandillah  Our teams are addressing the issue.^SR'
KenyaPower_Care,822140388270108672,2017/1/19,17:55:17,b'@JessicaColaco  DM replied.^SR'
SingilaVincent,822140351997743104,2017/1/19,17:55:9,b'@KenyaPower_Care baringo we are crying the rate at which we are experiencing blackouts is alarming when are we to enjoy your services.'
KenyaPower_Care,822140328824147969,2017/1/19,17:55:3,b'@Royakalah1 Thank you for your feedback. ^CB'
KenyaPower_Care,822140165124718593,2017/1/19,17:54:24,b'@KDill_Muzik Please provide your account number and mobile number to enable assistance^CB'
pmutisoh,822140151543529472,2017/1/19,17:54:21,b'@KenyaPower_Care You need to advise us we change some of our businesses to the ones which dont rely on power including the manual kinyozis.'
KenyaPower_Care,822140106454827009,2017/1/19,17:54:10,b'@GichanaKephers \nPlease provide your account number and mobile number to enable assistance^CB'
mrs_mundia,822140091158134784,2017/1/19,17:54:7,b'@KenyaPower_Care guys!!!aaarggh. Do something'
natebett_,822140019087392770,2017/1/19,17:53:49,"b""@KenyaPower_Care I've already topped up"""
victors4753,822139992638181376,2017/1/19,17:53:43,"b'@KenyaPower_Care kindly assist, no power for more than one month now, area is next to oyugis town Mititi Secondary school...'"
KenyaPower_Care,822139980717916160,2017/1/19,17:53:40,b'@PurityAnna  Kindly advise if you are the only one currently without power^CB'
muigai_njau,822139945590657024,2017/1/19,17:53:32,b'@KenyaPower_Care power at selected neighborhoods. St. Timothy area Gihurai 45 Correct this please!. A/c 14242788736'
KenyaPower_Care,822139862493097984,2017/1/19,17:53:12,b'@mwangisam71 3137922 is the ref no for the complaint.The problem will be attended to ^CB'
Albobunyez,822139760131117056,2017/1/19,17:52:48,"b""@KenyaPower_Care Power has been going on off in clayworks-kasarani since time immemorial acc: 14228609989. Why can't it just be repaired?"""
pmutisoh,822139690635722752,2017/1/19,17:52:31,b'@KenyaPower_Care The funniest part is the number of apologies which now run as much as two months.With no permanent solution.'
robertjnr30,822139626366373890,2017/1/19,17:52:16,b'@KenyaPower_Care hamisi constituency vihiga county from shamakhokho u come to senende kabinjari road...'
Mbotedenis,822139578232541184,2017/1/19,17:52:4,"b'@KenyaPower_Care Kindly please, the whole of Racecourse, Flamingo and Langa Langa Nakuru has a blackout. Assist'"
PurityAnna,822139503603224576,2017/1/19,17:51:46,"b'@kenyapower_care you are not replying neither are you picking up call , this is very upsetting and frustrating'"
injugu,822139485290987520,2017/1/19,17:51:42,b'@KenyaPower_Care It was fixed. Thanks'
KenyaPower_Care,822139470870880257,2017/1/19,17:51:39,b'@mrs_mundia We hope to have it fixed as soon as possible.Kindly bear with us^CB'
ludekisasi,822139423362056192,2017/1/19,17:51:27,b'@KenyaPower_Care when?'
KenyaPower_Care,822139350301495297,2017/1/19,17:51:10,b'@gachewac  Also ensure the meter is fully charged.^SR'
joshua_pavlov,822139337894690818,2017/1/19,17:51:7,"b""@KenyaPower_Care , Evening I'm still waiting to hear from your prepaid technical team ,my contact is 0726706731."""
KenyaPower_Care,822139166372798466,2017/1/19,17:50:26,b'@GeshomcSteppa  We have booked the complaint under ref no:3137917. and forwarded to the team in that area. ^SR'
pmutisoh,822139156751060992,2017/1/19,17:50:24,b'@KenyaPower_Care 2nd night in the same mess of total outage Githurai 45 this time low voltage. U guys it will take 2yrs to have this solved'
Madstronomer,822139156277116928,2017/1/19,17:50:24,b'@KenyaPower_Care bought units about an hour ago. Are there any delays?'
patohmkenya,822139145955012612,2017/1/19,17:50:21,b'@KenyaPower_Care Kamuthi is on nothern bypass b4 kahawa west from githurai 44(0722211885) my numba'
KenyaPower_Care,822139096797773824,2017/1/19,17:50:9,b'@LashLau Please provide your account number and mobile number to enable assistance^CB'
Waynemandillah,822139025813360640,2017/1/19,17:49:53,"b""@KenyaPower_Care since the start of the month the whole of kakamega is being power rationed without any notice 2 the residents what's wrong?"""
KenyaPower_Care,822138887715831811,2017/1/19,17:49:20,b'@FilbertOmbongi  Team are working on the restoration.^SR'
KenyaPower_Care,822138782023643136,2017/1/19,17:48:54,b'@natebett_  Amount is not sufficient. Kindly top up more than Kshs 22 to get token.^SR'
KenyaPower_Care,822138768673087488,2017/1/19,17:48:51,b'@Dennofest How may we assist you? ^CB'
JessicaColaco,822138708187025412,2017/1/19,17:48:37,b'@KenyaPower_Care - Replied'
KenyaPower_Care,822138636581867521,2017/1/19,17:48:20,b'@Japheth_korir  We have forwarded your complaint to the office serving the area for further assistance^CB'
Kyeney_kimz,822138562690813953,2017/1/19,17:48:2,b'@KenyaPower_Care hey guys we are experiencing abnormal power outrages around Githurai kahawa region kindly check on it...'
KenyaPower_Care,822138560899874821,2017/1/19,17:48:2,b'@steve_bico  Restoration is in progress.^SR'
KeidyKip,822138524392689664,2017/1/19,17:47:53,b'@KenyaPower_Care ok thanks'
KenyaPower_Care,822138499960832002,2017/1/19,17:47:47,b'@mwanikimakash   It is a known issue and we hope to have it fixed as soon as possible. ^SR'
KenyaPower_Care,822138440946950144,2017/1/19,17:47:33,b'@daugpound  Teams have been advised to address the fault.^SR'
victors4753,822138319572189184,2017/1/19,17:47:4,b'@KenyaPower_Care the outage is only affecting one phase or rather line of the transformer. We have been in darkness for one whole month'
KenyaPower_Care,822138298470637572,2017/1/19,17:46:59,b'@robertjnr30  Provide us with a detailed direction and contacts.^SR'
helloFromTereda,822138286848274432,2017/1/19,17:46:56,b'@Ma3Route @KenyaPower_Care @jjwaziri'
JaggyB89,822138286835634176,2017/1/19,17:46:56,"b""@KenyaPower_Care OK thanks. I'll get the OB then try to get some time off from work to visit your office."""
jkuria13,822138246431903745,2017/1/19,17:46:47,b'@jjwaziri @KenyanTraffic @KenyaPower_Care oops! Electrifying blue light'
KenyaPower_Care,822138234314571776,2017/1/19,17:46:44,b'@immazoct Thank you for your feedback. ^CB'
KenyaPower_Care,822138184113016835,2017/1/19,17:46:32,b'@KeidyKip nothing scheduled for tomorrow ^CB'
MilkaJosphat,822138183802560514,2017/1/19,17:46:32,b'@KenyaPower_Care Mwihoko area'
KenyaPower_Care,822138166572355584,2017/1/19,17:46:28,b'@Jaykaikai  DM replied.^SR'
poppastevo0,822138136369233921,2017/1/19,17:46:20,"b'@KenyaPower_Care they are back, thank you :)'"
MilkaJosphat,822138067188326400,2017/1/19,17:46:4,"b'@KenyaPower_Care kindly rectify our issue,the lights on off,and fluctuating its highly affecting us,..3622581'"
KenyaPower_Care,822137984459931649,2017/1/19,17:45:44,"b'@Jonaamutai  Meter 14244877828 is not active. Provide us with the previous account number, date of installation, contacts &amp; location.^SR'"
jjwaziri,822137877958115328,2017/1/19,17:45:19,b'@jkuria13 @kenyantraffic @kenyapower_care and the light produced is like that of a big LED lamp'
KenyaPower_Care,822137770667810816,2017/1/19,17:44:53,b'@JessicaColaco DM replied ^CB'
victors4753,822137612064423936,2017/1/19,17:44:15,"b'@KenyaPower_Care kindly address power outage which has taken one whole month in my area next to oyugis,Mititi secondary school. Please'"
jjwaziri,822137588731572224,2017/1/19,17:44:10,b'RT @jkuria13: @KenyanTraffic @KenyaPower_Care @jjwaziri I thought we were under attack from Mars'
b9a4a60e115a4e6,822137576026947585,2017/1/19,17:44:7,"b""@KenyaPower_Care just like yesterday now ww have problems with power it's dim and comes on and off"""
ezra_bariu,822137377560887298,2017/1/19,17:43:20,b'@KenyaPower_Care Dm pliz'
KenyaPower_Care,822137297026056193,2017/1/19,17:43:0,b'@Odidachris  We have advised our prepaid team to look into it under ref no:316856.^SR'
KenyaPower_Care,822137289727950850,2017/1/19,17:42:59,b'@JaggyB89 Kindly visit our office branch at Ruaraka (Near KCA University)You will receive assistance from the transport offices there ^CB'
EstherMathenge,822137247075954688,2017/1/19,17:42:48,b'@KenyaPower_Care whats really happening since yesternite? Now lights on and off @githurai 45'
stevemkyalo,822137183167356929,2017/1/19,17:42:33,b'@KenyaPower_Care @KenyaPowerAlert @KenyaPower Please restore line serving a/c 14252467270.'
BillyIsayi,822137181909159936,2017/1/19,17:42:33,b'@KenyaPower_Care power shortage for the past 12 hours in Shinoyi along Ingotse-Isongo\nRoad Ac No:2400213-01 Phone:0725876543\nPlease help.'
JoeDemaclordLou,822137102641065984,2017/1/19,17:42:14,b'@kenyapower_care i have paid 90/- more with VendIT'
mavinochi,822137064795897856,2017/1/19,17:42:5,b'@kenyapower_care buana hamna stima leo Freehold estate hapa Nakuru.'
Carole4homez,822136928648724481,2017/1/19,17:41:33,b'@KenyaPower_Care kindly address the flashing lights due to fluctuating voltage at seasons kasarani near pcea MTR:01450142763'
macharia_mbugua,822136513903345664,2017/1/19,17:39:54,b'@KenyaPower_Care we slept without power yesterday and now a brownout.. Switch it off please.'
IZbelah,822136435817979904,2017/1/19,17:39:35,b'@KenyaPower_Care a/c 01450201072 why do we always have the same problem everyday?? Lights on/off claycity kasarani 100meters from PCEA'
gideon_tinega,822136275146833922,2017/1/19,17:38:57,b'@KenyaPower_Care&gt;14228593886'
OmwengaVicton,822136219836542978,2017/1/19,17:38:44,b'@kenyapower_care Furthermore why is this problem keep on happening to this area alone...Every week we must experience blackouts'
jkuria13,822136046632792064,2017/1/19,17:38:2,b'@KenyanTraffic @KenyaPower_Care @jjwaziri I thought we were under attack from Mars'
JoylyBonny,822135955830218752,2017/1/19,17:37:41,b'@KenyaPower_Care with ref no 22119948158 is nowday off at this time what is it problem sometimes deam'
LovinceSamantha,822135786476867584,2017/1/19,17:37:0,"b""@KenyaPower_Care please check the electricity on moi drive umoja,some houses don't have lights."""
JacksonOngere,822135755208294400,2017/1/19,17:36:53,"b'@kenyapower_care kindly act on this, low voltage on Acc. 607609-02, in Ngere Kagoro near Awasi (in Nyanza)'"
muigai_njau,822135741341798400,2017/1/19,17:36:49,b'@KenyaPower_Care Dim and irregular lighting. Mt. Kenya Area Githurai 45. Correct ASAP a/c 14242788736'
peris_raphael,822135694961340417,2017/1/19,17:36:38,"b'@KenyaPower_Care power shortage in Githurai, lights are dim.'"
KenyanTraffic,822135693031915521,2017/1/19,17:36:38,b'20:36 @KenyaPower_Care there is transformer burning at kahawa West. just next to the highway @ntsa_kenya via @smiling_Angie_'
KenyaPower_Care,822135677206806529,2017/1/19,17:36:34,b'@Odidachris   Provide us a detailed description to the exact location &amp; your mobile no to enable us register.^SR'
KenyanTraffic,822135641102229504,2017/1/19,17:36:26,b'20:36 @Kenyapower_care a transformer is on fire on Thika rd btn roysambu n Githu 45. very bright light via @jjwaziri'
OmwengaVicton,822135628078977024,2017/1/19,17:36:22,"b""Hello @KenyaPower_care...for 3 hours we are in darkness and you guys haven't done anything. My Acc is 2590680-01 Mother kevin primary Nakuru"""
peternjengz,822135581916430336,2017/1/19,17:36:11,b'@kenyapower_care the lights are dim and flickering account no.2334353 githurai 45'
MaryKuira,822135394955362305,2017/1/19,17:35:27,b'@KenyaPower_Care blackout again Mwihoko A/c 3007289. This is now a mess. Kindly assist'
t_muiruri,822135344623742977,2017/1/19,17:35:15,b'@KenyaPower_Care low power voltage since 8pm in githurai 45 a/c 2899022-01 kindly assist'
Kyeney_kimz,822135342123847680,2017/1/19,17:35:14,b'@KenyaPower_Care acheni waana mnazima zima stima za nn..'
JaggyB89,822135236234448896,2017/1/19,17:34:49,b'@KenyaPower_Care yes in Nairobi though the accident occurred while leaving thika.'
pkihoi,822135218157060096,2017/1/19,17:34:45,b'@KenyaPower_Care we r in darkness for the last 2hrs here in Pangani estate in Nakuru'
PatrickRutto,822135103786717185,2017/1/19,17:34:17,"b'Dear @KenyaPower_Care , we have had no power in Kakamega town since 2pm. What is happening?'"
KenyaPower_Care,822135071876464641,2017/1/19,17:34:10,b'@KatebesK  We have notified the technical team in that area to address under ref no:3137878.^SR'
KenyaPower_Care,822134880326864897,2017/1/19,17:33:24,b'@OlaEgondi  We have booked the complaint under ref no:3137867. and forwarded to the team in that area. ^SR'
KenyaPower_Care,822134814035890180,2017/1/19,17:33:8,b'@JaggyB89 are you in Nairobi?kindly advise ^CB'
barakejared,822134774441672708,2017/1/19,17:32:59,"b'@KenyaPower_Care follow back kindly, I do receive lots of complaints daily..'"
WangombeKibunja,822134659735810051,2017/1/19,17:32:32,"b""@KenyaPower_Care there's a power outage at mugwathi area Nakuru North, since midday, no response when we call helpline"""
BarazaV,822134623077629952,2017/1/19,17:32:23,b'@kenyapower_care Mimi nimechoka nao. I HATE REPETITIVE incompetence.!'
KenyaPower_Care,822134334077489152,2017/1/19,17:31:14,"b'@stayfazzed  Provide us with the account number, detailed landmark &amp; contact we register the complaint. ^SR'"
barakejared,822134332651405312,2017/1/19,17:31:14,b'@KenyaPower_Care @KenyaPower Toez area near Githurai 45 the electricity has a fault since yesterNight. Please act contact 0717147661'
TonyTaiti,822134312749436928,2017/1/19,17:31:9,b'@KenyaPower_Care 00005804'
KenyaPower_Care,822134201541685252,2017/1/19,17:30:42,"b""@ItsKirwa  You're welcome. We are glad you are back on supply.^SR"""
BarazaV,822134188354732038,2017/1/19,17:30:39,b'Someone with the strength to tell @KenyaPower_Care to return lights in Kakamega!'
BarrackFerguson,822134127885369344,2017/1/19,17:30:25,b'@KenyaPower_Care what the fuck is wrong with u pple in thila road??? nkt'
t_muiruri,822134101561982979,2017/1/19,17:30:18,b'@KenyaPower_Care low voltage in githurai 45 a/c 2899022-01 kindly assist'
KenyaPower_Care,822133908712161280,2017/1/19,17:29:33,b'@njaug  2)as it appears on the bill (20618743-01)  &amp; finally the amount you need to send. ^SR'
KenyaPower_Care,822133823475425280,2017/1/19,17:29:12,"b'@njaug  1)Kindly follow the following procedures; On Mpesa Menu, go to pay bill. Business No:888888  then the account number . ^SR'"
Kyamah_Peter,822133755758465024,2017/1/19,17:28:56,b'@KenyaPower @KenyaPower_Care A/c 14140405490 no power please assist......'
sifunawalter15,822133643560833024,2017/1/19,17:28:29,b'@KenyaPower_Care the whole Town of LODWAR we are in dark'
